rxn_name,subsystem,in iRhtoC,in yeastGEM_hvd,gpr,bounds,stoichiometry
PPTT_l,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR101C and YDL193W', 'iRhtoC': 'rt4281'}",,
PRENT6_l,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR101C and YDL193W', 'iRhtoC': 'rt4281'}",,
PRENT7_l,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR101C and YDL193W', 'iRhtoC': 'rt4281'}",,
PRENT8_l,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR101C and YDL193W', 'iRhtoC': 'rt4281'}",,
PRENT9_l,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR101C and YDL193W', 'iRhtoC': 'rt4281'}",,
PRENT10_l,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR101C and YDL193W', 'iRhtoC': 'rt4281'}",,
PRENT11_l,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR101C and YDL193W', 'iRhtoC': 'rt4281'}",,
PRENT12_l,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR101C and YDL193W', 'iRhtoC': 'rt4281'}",,
PRENT13_l,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR101C and YDL193W', 'iRhtoC': 'rt4281'}",,
PRENT14_l,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR101C and YDL193W', 'iRhtoC': 'rt4281'}",,
PRENT15_l,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR101C and YDL193W', 'iRhtoC': 'rt4281'}",,
PRENT16_l,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR101C and YDL193W', 'iRhtoC': 'rt4281'}",,
PRENT17_l,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR101C and YDL193W', 'iRhtoC': 'rt4281'}",,
PRENT18_l,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR101C and YDL193W', 'iRhtoC': 'rt4281'}",,
PRENT19_l,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR101C and YDL193W', 'iRhtoC': 'rt4281'}",,
PRENT20_l,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR101C and YDL193W', 'iRhtoC': 'rt4281'}",,
PRENT21_l,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR101C and YDL193W', 'iRhtoC': 'rt4281'}",,
CS_m,Citric acid cycle,1,1,"{'GSM_iSace1144_rba': 'YNR001C or YPR001W', 'iRhtoC': 'rt2963 or (rt2963 and rt2960)'}",,
CS_x,Citric acid cycle,1,1,"{'GSM_iSace1144_rba': 'YCR005C', 'iRhtoC': 'rt0180'}",,
CPPPGO_c,Heme metabolism,1,1,"{'GSM_iSace1144_rba': 'YDR044W', 'iRhtoC': 'rt5829'}",,
CTPS2_c,Pyrimidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YBL039C or YJR103W', 'iRhtoC': 'rt8107'}",,
CBL_c,Cysteine and methionine metabolism,1,1,"{'GSM_iSace1144_rba': 'YFR055W or YGL184C', 'iRhtoC': 'rt0391 or rt0389'}",,
CYSTS_c,"Glycine, serine and threonine metabolism",1,1,"{'GSM_iSace1144_rba': 'YGR155W', 'iRhtoC': 'rt7344'}",,
CYSTGL_c,"Glycine, serine and threonine metabolism",1,1,"{'GSM_iSace1144_rba': 'YAL012W', 'iRhtoC': 'rt1131'}",,
METB1_c,Cysteine and methionine metabolism,1,1,"{'GSM_iSace1144_rba': 'YJR130C', 'iRhtoC': 'rt3095 or rt8357 or rt8374'}",,
CYSS_c,Cysteine and methionine metabolism,1,1,"{'GSM_iSace1144_rba': 'YLR303W', 'iRhtoC': 'rt3663'}",,
CYSTRS_c,Aminoacyl-tRNA biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YNL247W', 'iRhtoC': 'rt1487'}",,
CYTD_c,Pyrimidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YLR245C', 'iRhtoC': 'rt7919'}",,
CYTDK2_c,Pyrimidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YNR012W', 'iRhtoC': 'rt0265'}",,
LNS14DMy_c,Ergosterol biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YHR007C and YHR042W', 'iRhtoC': 'rt4475 and rt4918'}",,
CSND_c,Pyrimidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YPR062W', 'iRhtoC': 'rt6191'}",,
ARAB14LO_c,Unassigned,1,1,"{'GSM_iSace1144_rba': 'YML086C', 'iRhtoC': 'rt5365'}",,
ARAB1Dx_c,Unassigned,1,1,"{'GSM_iSace1144_rba': 'YMR041C', 'iRhtoC': 'rt8345'}",,
FBA2_c,Glycolysis / Gluconeogenesis,1,1,"{'GSM_iSace1144_rba': 'YKL060C', 'iRhtoC': 'rt7052'}",,
SBTD_D2_c,Pentose and glucuronate interconversions,1,1,"{'GSM_iSace1144_rba': 'YDL246C or YJR159W', 'iRhtoC': 'rt4606 or rt8084'}",,
DCMPDA_c,Pyrimidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YHR144C', 'iRhtoC': 'rt0757 or rt8268'}",,
DCTPD_c,Pyrimidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YHR144C', 'iRhtoC': 'rt0757'}",,
DADA_c,Purine metabolism,1,1,"{'GSM_iSace1144_rba': 'YNL141W', 'iRhtoC': 'rt8364'}",,
DCYTD_c,Pyrimidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YLR245C', 'iRhtoC': 'rt7919'}",,
DGK1_c,Purine metabolism,1,1,"{'GSM_iSace1144_rba': 'YDR454C', 'iRhtoC': 'rt3157 or rt3670'}",,
DRBK_c,Pentose phosphate pathway,1,1,"{'GSM_iSace1144_rba': 'YCR036W', 'iRhtoC': 'rt2501'}",,
DHFRi_c,Folate metabolism,1,1,"{'GSM_iSace1144_rba': 'YOR236W', 'iRhtoC': 'rt3791'}",,
DHFRi_m,Folate metabolism,1,1,"{'GSM_iSace1144_rba': 'YOR236W', 'iRhtoC': 'rt3791'}",,
DHFS_1_c,Folate metabolism,1,1,"{'GSM_iSace1144_rba': 'YMR113W', 'iRhtoC': 'rt2092'}",,
DHNPA2i_m,Folate metabolism,1,1,"{'GSM_iSace1144_rba': 'YNL256W', 'iRhtoC': 'rt6009'}",,
DNMPPA_c,Folate metabolism,1,1,"{'GSM_iSace1144_rba': 'YDL100C', 'iRhtoC': 'rt6247'}",,
DHORTS_c,Pyrimidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YLR420W', 'iRhtoC': 'rt3923'}",,
DHPTS_m,Folate metabolism,1,1,"{'GSM_iSace1144_rba': 'YNL256W', 'iRhtoC': 'rt6009'}",,
FOLD3_m,Folate metabolism,1,1,"{'GSM_iSace1144_rba': 'YNL256W', 'iRhtoC': 'rt6009'}",,
DHAD1_m,"Valine, leucine and isoleucine metabolism",1,1,"{'GSM_iSace1144_rba': 'YJR016C', 'iRhtoC': 'rt1321'}",,
DHAD2_m,"Valine, leucine and isoleucine metabolism",1,1,"{'GSM_iSace1144_rba': 'YJR016C', 'iRhtoC': 'rt1321'}",,
DHAK_c,Glycerolipid metabolism,1,1,"{'GSM_iSace1144_rba': 'YFL053W or YML070W', 'iRhtoC': 'rt3901'}",,
DMATT_c,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YJL167W', 'iRhtoC': 'rt4576'}",,
DPGM_c,Glycolysis / Gluconeogenesis,1,1,"{'GSM_iSace1144_rba': 'YKL152C', 'iRhtoC': 'rt1542'}",,
PMI1346PS_c,Unassigned,1,1,"{'GSM_iSace1144_rba': 'YDR017C', 'iRhtoC': 'rt1395'}",,
DIPS_c,Unassigned,1,1,"{'GSM_iSace1144_rba': 'YLR172C', 'iRhtoC': 'rt8137'}",,
DOLK_c,N-Glycan biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YMR013C', 'iRhtoC': 'rt0544'}",,
DOLPMT_c,N-Glycan biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YPR183W', 'iRhtoC': 'rt5116'}",,
DOLPMMT_r,O-Glycan biosynthesis,1,1,"{'GSM_iSace1144_rba': '(YDL095W and YAL023C) or (YDL095W and YOR321W) or YJR143C or (YDL093W and YOR321W)', 'iRhtoC': '(rt5472 and rt0400) or rt3753'}",,
DTMPK_c,Pyrimidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YJR057W', 'iRhtoC': 'rt6884'}",,
DUTPDP_c,Pyrimidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YJR069C or YBR252W', 'iRhtoC': 'rt0031 or rt5532'}",,
EPGALURS_e,Pentose and glucuronate interconversions,1,1,"{'GSM_iSace1144_rba': 'YJR153W', 'iRhtoC': 'rt2116'}",,
ENO_c,Glycolysis / Gluconeogenesis,1,1,"{'GSM_iSace1144_rba': 'YPL281C or YGR254W or YHR174W or YMR323W or YOR393W', 'iRhtoC': 'rt0669'}",,
ETHAK_c,Glycerophospholipid metabolism,1,1,"{'GSM_iSace1144_rba': 'YDR147W or YLR133W', 'iRhtoC': 'rt7614'}",,
ACHLE3_c,Unassigned,1,1,"{'GSM_iSace1144_rba': 'YOR126C', 'iRhtoC': 'rt6872'}",,
13BGH_e,Starch and sucrose metabolism,1,1,"{'GSM_iSace1144_rba': 'YDR261C or YGR282C or YLR300W or YNR067C or YOR190W', 'iRhtoC': 'rt5185'}",,
FRTT_c,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YPL069C', 'iRhtoC': 'rt8135'}",,
FACOAL100_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YER015W', 'iRhtoC': 'rt4187 or rt7761'}",,
FACOAL120_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YER015W', 'iRhtoC': 'rt4187 or rt7761'}",,
FACOAL160_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YER015W', 'iRhtoC': 'rt4187 or rt7761'}",,
FACOAL80_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YER015W', 'iRhtoC': 'rt4187 or rt7761'}",,
FACOAL140_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YER015W', 'iRhtoC': 'rt4187 or rt7761'}",,
FECPOR_m,Unassigned,1,1,"{'GSM_iSace1144_rba': '(YEL039C and YKR066C) or (YJR048W and YKR066C)', 'iRhtoC': 'rt0434 and (rt4793 or rt2443)'}",,
AFAT_c,Riboflavin metabolism,1,1,"{'GSM_iSace1144_rba': 'YDL045C', 'iRhtoC': 'rt3174'}",,
FALDH_c,Detoxification,1,1,"{'GSM_iSace1144_rba': 'YDL168W', 'iRhtoC': 'rt5740'}",,
FDH_c,Detoxification,1,1,"{'GSM_iSace1144_rba': 'YOR388C', 'iRhtoC': 'rt3584'}",,
FTHFL_m,Folate metabolism,1,1,"{'GSM_iSace1144_rba': 'YBR084W', 'iRhtoC': 'rt6998'}",,
FBP2_c,Fructose and mannose metabolism,1,1,"{'GSM_iSace1144_rba': 'YLR345W or YJL155C', 'iRhtoC': 'rt6827 or rt7376'}",,
FBP_c,Glycolysis / Gluconeogenesis,1,1,"{'GSM_iSace1144_rba': 'YLR377C', 'iRhtoC': 'rt7055'}",,
FBA_c,Glycolysis / Gluconeogenesis,1,1,"{'GSM_iSace1144_rba': 'YKL060C', 'iRhtoC': 'rt7052'}",,
FUM_m,Citric acid cycle,1,1,"{'GSM_iSace1144_rba': 'YPL262W', 'iRhtoC': 'rt5633'}",,
FUM_c,Glyoxylate metabolism,1,1,"{'GSM_iSace1144_rba': 'YPL262W', 'iRhtoC': 'rt5633'}",,
DHORDfum_c,Pyrimidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YKL216W', 'iRhtoC': 'rt6498'}",,
FRD_c,Glyoxylate metabolism,1,1,"{'GSM_iSace1144_rba': 'YEL047C', 'iRhtoC': 'rt3052'}",,
GTMLT_c,Taurine and hypotaurine metabolism,1,1,"{'GSM_iSace1144_rba': 'YLR299W', 'iRhtoC': 'rt1470'}",,
GALKi_c,Galactose metabolism,1,1,"{'GSM_iSace1144_rba': 'YBR020W', 'iRhtoC': 'rt5622'}",,
GLUCYS_c,Cysteine and methionine metabolism,1,1,"{'GSM_iSace1144_rba': 'YJL101C', 'iRhtoC': 'rt3639 or rt3654'}",,
GRTT_c,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YJL167W', 'iRhtoC': 'rt4576'}",,
GLCGSD_c,Starch and sucrose metabolism,1,1,"{'GSM_iSace1144_rba': 'YPR184W', 'iRhtoC': 'rt4271 or (rt4271 and rt3625)'}",,
GLCGSD_v,Starch and sucrose metabolism,1,1,"{'GSM_iSace1144_rba': 'YIL099W', 'iRhtoC': 'rt6375'}",,
G6PDH2i_c,Pentose phosphate pathway,1,1,"{'GSM_iSace1144_rba': 'YNL241C', 'iRhtoC': 'rt1632'}",,
PGI_c,Glycolysis / Gluconeogenesis,1,1,"{'GSM_iSace1144_rba': 'YBR196C', 'iRhtoC': 'rt1221'}",,
GLU5K_c,Arginine and proline metabolism,1,1,"{'GSM_iSace1144_rba': 'YDR300C', 'iRhtoC': 'rt6820'}",,
GLUDC_c,"Alanine, aspartate and glutamate metabolism",1,1,"{'GSM_iSace1144_rba': 'YMR250W', 'iRhtoC': 'rt1067 or rt2354 or rt1066'}",,
GLUDxi_c,Arginine and proline metabolism,1,1,"{'GSM_iSace1144_rba': 'YDL215C', 'iRhtoC': 'rt1488'}",,
GLUDy_c,Arginine and proline metabolism,1,1,"{'GSM_iSace1144_rba': 'YAL062W or YOR375C', 'iRhtoC': 'rt3880'}",,
GLUSx_c,"Alanine, aspartate and glutamate metabolism",1,1,"{'GSM_iSace1144_rba': 'YDL171C', 'iRhtoC': 'rt7345'}",,
G5SDy_c,Arginine and proline metabolism,1,1,"{'GSM_iSace1144_rba': 'YOR323C', 'iRhtoC': 'rt7905'}",,
GLUN_c,Arginine and proline metabolism,1,1,"{'GSM_iSace1144_rba': 'YFL060C or YNL334C', 'iRhtoC': 'rt5611'}",,
GLNS_c,"Alanine, aspartate and glutamate metabolism",1,1,"{'GSM_iSace1144_rba': 'YPR035W', 'iRhtoC': 'rt3476'}",,
GF6PTA_c,"Alanine, aspartate and glutamate metabolism",1,1,"{'GSM_iSace1144_rba': 'YMR084W or YKL104C', 'iRhtoC': 'rt3730 and rt3731'}",,
GLNTRS_c,Aminoacyl-tRNA biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YOR168W', 'iRhtoC': 'rt5012'}",,
GLUTRS_c,Aminoacyl-tRNA biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YGL245W and YGL105W', 'iRhtoC': 'rt2385'}",,
GLUTRS_m,Aminoacyl-tRNA biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YOL033W', 'iRhtoC': 'rt6197'}",,
GTHO_c,Glutathione metabolism,1,1,"{'GSM_iSace1144_rba': '(YCL035C and YPL091W) or (YDR098C and YPL091W) or (YDR513W and YPL091W) or (YER174C and YPL091W)', 'iRhtoC': '(rt8483 and rt7114) or (rt8181 and rt7114) or (rt0422 and rt7114)'}",,
GTHO_m,Glutathione metabolism,1,1,"{'GSM_iSace1144_rba': 'YPL059W and YPL091W', 'iRhtoC': 'rt0882 and rt7114'}",,
GTHP_c,Glutathione metabolism,1,1,"{'GSM_iSace1144_rba': 'YPL091W', 'iRhtoC': 'rt0211 or rt8181 or rt2565'}",,
GTHP_m,Glutathione metabolism,1,1,"{'GSM_iSace1144_rba': 'YBL064C', 'iRhtoC': 'rt0882 or rt0422'}",,
GTHS_c,Cysteine and methionine metabolism,1,1,"{'GSM_iSace1144_rba': 'YOL049W', 'iRhtoC': 'rt1561'}",,
GAPD_c,Glycolysis / Gluconeogenesis,1,1,"{'GSM_iSace1144_rba': 'YGR192C or YJL052W or YJR009C', 'iRhtoC': 'rt2245 or rt3311'}",,
GLYK_c,Glycerolipid metabolism,1,1,"{'GSM_iSace1144_rba': 'YHL032C', 'iRhtoC': 'rt2654'}",,
G3PDf_m,Glycerophospholipid metabolism,1,1,"{'GSM_iSace1144_rba': 'YIL155C', 'iRhtoC': 'rt2671'}",,
G3PD1r_c,Phospholipid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YDL022W or YOL059W', 'iRhtoC': 'rt3786 or rt6208'}",,
G3PD1i_m,Glycerophospholipid metabolism,1,1,"{'GSM_iSace1144_rba': 'YOL059W', 'iRhtoC': 'rt6208'}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
GARFT_c,Purine metabolism,1,1,"{'GSM_iSace1144_rba': 'YDR408C', 'iRhtoC': 'rt5227'}",,
GLYAT_c,"Glycine, serine and threonine metabolism",1,1,,"{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
GLYCL_m,"Glycine, serine and threonine metabolism",1,1,"{'GSM_iSace1144_rba': 'YAL044C and YDR019C and YFL018C and YMR189W', 'iRhtoC': 'rt6816 and rt4530 and rt1672 and rt1837'}",,
GHMT2r_c,"Glycine, serine and threonine metabolism",1,1,"{'GSM_iSace1144_rba': 'YLR058C', 'iRhtoC': 'rt1299'}",,
GLYGS_c,Starch and sucrose metabolism,1,1,"{'GSM_iSace1144_rba': '(YFR015C and YJL137C) or (YFR015C and YKR058W) or (YJL137C and YLR258W) or (YKR058W and YLR258W)', 'iRhtoC': 'rt1228 and rt5634'}",,
GLCP_c,Starch and sucrose metabolism,1,1,"{'GSM_iSace1144_rba': 'YPR160W', 'iRhtoC': 'rt5888'}",,
GLYTRS_c,Aminoacyl-tRNA biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YBR121C or YPR081C', 'iRhtoC': 'rt7136'}",,
GMPS2_c,Purine metabolism,1,1,"{'GSM_iSace1144_rba': 'YMR217W', 'iRhtoC': 'rt7388'}",,
GTPCI_c,Folate metabolism,1,1,"{'GSM_iSace1144_rba': 'YGR267C', 'iRhtoC': 'rt1964'}",,
GTPCII2_c,Riboflavin metabolism,1,1,"{'GSM_iSace1144_rba': 'YBL033C', 'iRhtoC': 'rt4183'}",,
GUAD_1_c,Purine metabolism,1,1,"{'GSM_iSace1144_rba': 'YDL238C', 'iRhtoC': 'rt0682 or rt3492 or rt1340'}",,
GK1_c,Purine metabolism,1,1,"{'GSM_iSace1144_rba': 'YDR454C', 'iRhtoC': 'rt3157 or rt3670'}",,
GK2_c,Purine metabolism,1,1,"{'GSM_iSace1144_rba': 'YDR454C', 'iRhtoC': 'rt3157'}",,
HOMOX_m,Heme metabolism,1,1,"{'GSM_iSace1144_rba': 'YER141W and YDR376W and YPL252C', 'iRhtoC': 'rt7217 and rt8407 and rt1860'}",,
HEMEOS_m,Heme metabolism,1,1,"{'GSM_iSace1144_rba': 'YPL172C', 'iRhtoC': 'rt2735'}",,
HEX7_c,Glycolysis / Gluconeogenesis,1,1,"{'GSM_iSace1144_rba': 'YLR446W or YFR053C or YGL253W', 'iRhtoC': 'rt3614'}",,
HEX1_c,Glycolysis / Gluconeogenesis,1,1,"{'GSM_iSace1144_rba': 'YLR446W or YCL040W or YFR053C or YGL253W', 'iRhtoC': 'rt3614 or rt1896'}",,
HEX4_c,Glycolysis / Gluconeogenesis,1,1,"{'GSM_iSace1144_rba': 'YLR446W or YFR053C or YGL253W', 'iRhtoC': 'rt3614'}",,
HISTD_c,Histidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YCL030C', 'iRhtoC': 'rt3278'}",,
HISTP_c,Histidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YFR025C', 'iRhtoC': 'rt1838'}",,
HSTPT_c,Histidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YIL116W', 'iRhtoC': 'rt4862'}",,
HISTRS_c,Aminoacyl-tRNA biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YPR033C', 'iRhtoC': 'rt0207'}",,
HISTRS_m,Aminoacyl-tRNA biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YPR033C', 'iRhtoC': 'rt0207'}",,
ARMT_c,Histidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YBR034C', 'iRhtoC': 'rt7912 or rt7917 or rt3356 or rt1648'}",,
HACNH_m,Lysine metabolism,1,1,"{'GSM_iSace1144_rba': 'YJL200C or YDR234W', 'iRhtoC': 'rt7648 or rt3256 or rt6232'}",,
HCYSMT_c,Cysteine and methionine metabolism,1,1,"{'GSM_iSace1144_rba': 'YLL062C or YPL273W', 'iRhtoC': 'rt7391'}",,
HICITD_m,Lysine metabolism,1,1,"{'GSM_iSace1144_rba': 'YIL094C', 'iRhtoC': 'rt2060'}",,
HSDy_c,"Glycine, serine and threonine metabolism",1,1,"{'GSM_iSace1144_rba': 'YJR139C', 'iRhtoC': 'rt3712 or (rt3712 and rt8370)'}",,
HSK_c,"Glycine, serine and threonine metabolism",1,1,"{'GSM_iSace1144_rba': 'YHR025W', 'iRhtoC': 'rt0283'}",,
HSERTA_c,Cysteine and methionine metabolism,1,1,"{'GSM_iSace1144_rba': 'YNL277W', 'iRhtoC': 'rt4145'}",,
THIORDXi_x,Glutathione metabolism,1,1,"{'GSM_iSace1144_rba': '(YGR209C and YLR109W) or (YLR043C and YLR109W)', 'iRhtoC': '(rt6971 and rt4894) or (rt7651 and rt4894)'}",,
GLYOX_c,Methylglyoxal metabolism,1,1,"{'GSM_iSace1144_rba': 'YDR272W', 'iRhtoC': 'rt4673'}",,
HETZK_c,Thiamine metabolism,1,1,"{'GSM_iSace1144_rba': 'YPL214C', 'iRhtoC': 'rt7845'}",,
PPBNGD_c,Heme metabolism,1,1,"{'GSM_iSace1144_rba': 'YDL205C', 'iRhtoC': 'rt6350'}",,
HMGCOAR_c,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YLR450W or YML075C', 'iRhtoC': 'rt1206'}",,
HMGCOAS_c,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YML126C', 'iRhtoC': 'rt3754'}",,
HMGCOAS_m,Synthesis and degradation of ketone bodies,1,1,"{'GSM_iSace1144_rba': 'YML126C', 'iRhtoC': 'rt3754'}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
HMPK1_c,Thiamine metabolism,1,1,"{'GSM_iSace1144_rba': 'YOL055C or YPL258C or YPR121W', 'iRhtoC': 'rt4410'}",,
IG3PS_c,Histidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YBR248C', 'iRhtoC': 'rt0716'}",,
IGPDH_c,Histidine metabolism,1,1,"{'GSM_iSace1144_rba': 'YOR202W', 'iRhtoC': 'rt0339'}",,
IGPS_c,"Phenylalanine, tyrosine and tryptophan metabolism",1,1,"{'GSM_iSace1144_rba': 'YKL211C', 'iRhtoC': 'rt8196'}",,
INDPYRD_c,"Phenylalanine, tyrosine and tryptophan metabolism",1,1,"{'GSM_iSace1144_rba': 'YGR087C or YLR044C or YLR134W', 'iRhtoC': 'rt7423'}",,
PPA_c,Oxidative phosphorylation,1,1,"{'GSM_iSace1144_rba': 'YBR011C', 'iRhtoC': 'rt7511'}",,
IPK2_n,Inositol phosphate metabolism,1,1,"{'GSM_iSace1144_rba': 'YDR173C', 'iRhtoC': 'rt4892'}",,
IPK3_n,Inositol phosphate metabolism,1,1,"{'GSM_iSace1144_rba': 'YDR173C', 'iRhtoC': 'rt4892'}",,
IPK4_n,Inositol phosphate metabolism,1,1,"{'GSM_iSace1144_rba': 'YDR173C', 'iRhtoC': 'rt4892'}",,
IPK5_n,Inositol phosphate metabolism,1,1,"{'GSM_iSace1144_rba': 'YDR173C', 'iRhtoC': 'rt4892'}",,
ACHLE1_c,Unassigned,1,1,"{'GSM_iSace1144_rba': 'YOR126C', 'iRhtoC': 'rt6872'}",,
ACHLE2_c,Unassigned,1,1,"{'GSM_iSace1144_rba': 'YOR126C', 'iRhtoC': 'rt6872'}",,
ICDHx_m,Citric acid cycle,1,1,"{'GSM_iSace1144_rba': 'YNL037C and YOR136W', 'iRhtoC': 'rt3314 and rt3313'}",,
ICL_1_c,Glyoxylate metabolism,1,1,"{'GSM_iSace1144_rba': 'YER065C', 'iRhtoC': 'rt5654'}",,
ILETA_c,Cysteine and methionine metabolism,1,1,"{'GSM_iSace1144_rba': 'YJR148W', 'iRhtoC': 'rt5646 or rt6485'}",,
ILETA_m,Cysteine and methionine metabolism,1,1,"{'GSM_iSace1144_rba': 'YHR208W', 'iRhtoC': 'rt6242'}",,
ILETRS_c,Aminoacyl-tRNA biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YBL076C', 'iRhtoC': 'rt5078'}",,
ILETRS_m,Aminoacyl-tRNA biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YPL040C', 'iRhtoC': 'rt7188'}",,
IPDDI_c,Terpenoid backbone biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YPL117C', 'iRhtoC': 'rt7835'}",,
ITCOAL_m,Citric acid cycle,1,1,"{'GSM_iSace1144_rba': 'YGR244C and YOR142W', 'iRhtoC': 'rt7599 and rt7776'}",,
KARA2i_m,"Valine, leucine and isoleucine metabolism",1,1,"{'GSM_iSace1144_rba': 'YLR355C', 'iRhtoC': 'rt0808'}",,
KYN_c,Tryptophan metabolism,1,1,"{'GSM_iSace1144_rba': 'YLR231C', 'iRhtoC': 'rt0357'}",,
KYN3OX_c,Tryptophan metabolism,1,1,"{'GSM_iSace1144_rba': 'YBL098W', 'iRhtoC': 'rt0899'}",,
PHCD_m,Arginine and proline metabolism,1,1,"{'GSM_iSace1144_rba': 'YHR037W', 'iRhtoC': 'rt0201'}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
4HGLSD_m,"Alanine, aspartate and glutamate metabolism",1,1,"{'GSM_iSace1144_rba': 'YHR037W', 'iRhtoC': 'rt0201'}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
THRA2_c,"Glycine, serine and threonine metabolism",1,1,"{'GSM_iSace1144_rba': 'YEL046C', 'iRhtoC': 'rt0854'}",,
ATHRDHr_c,"Glycine, serine and threonine metabolism",1,1,"{'GSM_iSace1144_rba': 'YMR226C', 'iRhtoC': 'rt1844'}",,
AASADy_c,Lysine metabolism,1,1,"{'GSM_iSace1144_rba': 'YBR115C and YGL154C', 'iRhtoC': 'rt1127 and rt1852'}",,
EGHLAT_c,Arginine and proline metabolism,1,1,"{'GSM_iSace1144_rba': 'YLR027C', 'iRhtoC': 'rt0568 or rt1784'}",,
EGHLAT_x,Arginine and proline metabolism,1,1,"{'GSM_iSace1144_rba': 'YLR027C', 'iRhtoC': 'rt0568 or rt5562'}",,
HPRORy_c,Arginine and proline metabolism,1,1,"{'GSM_iSace1144_rba': 'YER023W', 'iRhtoC': 'rt5064'}",,
LALDO3_c,Methylglyoxal metabolism,1,1,"{'GSM_iSace1144_rba': 'YHR104W or YOL151W', 'iRhtoC': 'rt3783'}",,
LSERDHi_c,"Glycine, serine and threonine metabolism",1,1,"{'GSM_iSace1144_rba': 'YMR226C', 'iRhtoC': 'rt1844'}",,
SBTD_L_c,Pentose and glucuronate interconversions,1,1,"{'GSM_iSace1144_rba': 'YJR159W', 'iRhtoC': 'rt4606'}",,
